Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
70950,Yes,Yes,China,No,Employed full-time,Primary/elementary school,,100 to 499 employees,Back-end developer;Full-stack developer;Mobile developer,9-11 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,10000,Java;JavaScript;HTML;CSS;Bash/Shell,Redis;MySQL;SQLite;Oracle,Linux;WordPress,Spring,Android Studio;Eclipse;IntelliJ;IPython / Jupyter;Notepad++;RStudio;Vim,Windows,2,No,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per week,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
71106,No,No,South Korea,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Mobile developer,12-14 years,9-11 years,I am not interested in new job opportunities,More than 4 years ago,5.0,3500000,Java;Ruby;Swift,MySQL;PostgreSQL;SQLite;Google Cloud Storage,Android;Google Cloud Platform/App Engine;iOS;Firebase,,Android Studio;Atom;Sublime Text;Xcode,MacOS,1,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
71169,No,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,8.0,24000,Objective-C;Swift,SQLite,iOS,,Sublime Text;Xcode,MacOS,1,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",8,Yes
71336,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Desktop or enterprise applications developer;Engineering manager;Full-stack developer",15-17 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6.0,240000,Go;Java;JavaScript;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,Redis;MySQL;Elasticsearch,Linux;Mac OS;Raspberry Pi,Node.js;Spring,IntelliJ;TextMate;Vim;Visual Studio Code,MacOS,2,No,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
71344,Yes,No,South Korea,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Embedded applications or devices developer,15-17 years,15-17 years,I am actively looking for a job,Between 2 and 4 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",2,I'm not sure
71437,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Back-end developer;Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,20000,C;C++;Go;Java;JavaScript;Objective-C;TypeScript;HTML;CSS,MySQL;SQLite;Elasticsearch,iOS,Angular;Cordova;Spring,Android Studio;IntelliJ;Vim;Visual Studio Code;Xcode,MacOS,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
71472,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,2.0,,Java;JavaScript,MongoDB;Redis;MySQL,Mac OS,Spring,IntelliJ;Sublime Text,MacOS,1,No,Neither agree nor disagree,10 (Very Likely),A few times per week,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
71500,No,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Engineering manager;Front-end developer;Game or graphics developer;Mobile developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,6000000,Assembly;C;C++;JavaScript;Objective-C;Swift;TypeScript;HTML;CSS,MongoDB;MySQL;PostgreSQL;SQLite,Android;Google Cloud Platform/App Engine;IBM Cloud or Watson;iOS;Mac OS;Firebase,Node.js;React;Xamarin,Android Studio;Visual Studio Code;Xcode,MacOS,2,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
71527,Yes,No,China,"Yes, full-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer,3-5 years,,,,,,C++;Python;SQL;HTML,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB,Linux;Mac OS,Django,Atom;IntelliJ;Vim,Linux-based,1,Yes,Somewhat agree,,,,,,,,
71537,No,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","10,000 or more employees",QA or test developer,3-5 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,3.0,200000,Go;Java;JavaScript;Perl;SQL;Bash/Shell,Oracle,Linux;Mac OS,Node.js,Sublime Text;Vim,MacOS,4,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I know what it is but I don't have one",9,I'm not sure
71560,Yes,No,Japan,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Data scientist or machine learning specialist;Engineering manager;Full-stack developer,12-14 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,8000000,C++;JavaScript;Matlab;Python;R;TypeScript;HTML;CSS,,,TensorFlow,PyCharm;Visual Studio;Visual Studio Code,Linux-based,2,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,Yes,8,I'm not sure
71577,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","5,000 to 9,999 employees",Back-end developer,3-5 years,,,,,,JavaScript;PHP;Python;Scala;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;SQLite;MariaDB;Apache Hive;Elasticsearch,AWS;Linux;Mac OS,Django;Hadoop;Spark,IntelliJ;Sublime Text;Vim,Linux-based,2,No,Neither agree nor disagree,9,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",7,No
71698,Yes,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",10 to 19 employees,Mobile developer,0-2 years,,,,,,,,,,,,,,,6,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
71793,No,No,Japan,No,Employed full-time,Some college/university study without earning a degree,"Information systems, information technology, or system administration",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Mobile developer,27-29 years,27-29 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,6000000,C#;JavaScript;SQL;VB.NET;Delphi/Object Pascal;CSS,SQL Server;SQLite;Oracle,Windows Desktop or Server,.NET Core,Notepad++;Visual Studio,Windows,2,No,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,Yes,"No, I have one but it's out of date",6,Yes
71794,No,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,9-11 years,,,,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
71942,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Fewer than 10 employees,Data or business analyst;Database administrator;DevOps specialist;Full-stack developer;System administrator,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,3.0,3400,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB,AWS;IBM Cloud or Watson;SharePoint;WordPress,Node.js,PHPStorm;Sublime Text,Windows,2,Yes,Somewhat agree,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
72052,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;DevOps specialist;Engineering manager;Front-end developer,12-14 years,,,,,,C#;Groovy;Java;JavaScript;Python;VBA;Kotlin;HTML;CSS,MongoDB;SQL Server;MySQL;Amazon DynamoDB,AWS;Azure,.NET Core;Node.js;Spring,IntelliJ;Visual Studio;Visual Studio Code,Windows,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
72112,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,12-14 years,12-14 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
72157,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,6-8 years,3-5 years,I am not interested in new job opportunities,Between 1 and 2 years ago,3.0,11000,C++;Ocaml,Elasticsearch,Linux,,Emacs,Linux-based,1,Yes,Neither agree nor disagree,5,A few times per month or weekly,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
72178,Yes,Yes,China,"Yes, full-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer,3-5 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
72252,Yes,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Mobile developer,27-29 years,,,,,,Java,,,,,,,,,,,,,,,,
72424,Yes,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A business discipline (ex. accounting, finance, marketing)",100 to 499 employees,Product manager,0-2 years,,,,,,,,,,,,,,,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
72472,No,No,South Korea,"Yes, part-time",Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",10 to 19 employees,Back-end developer,3-5 years,,,,,,,,,,,,,,,,A few times per month or weekly,No,,"No, I didn't know that Stack Overflow had a jobs board",,,Yes
72551,Yes,Yes,China,"Yes, full-time",Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,"C-suite executive (CEO, CTO, etc.)",6-8 years,,,,,,,,,,,,,,,10 (Very Likely),A few times per month or weekly,No,,"No, I didn't know that Stack Overflow had a jobs board",,,Yes
72607,No,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
72623,Yes,No,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",Fewer than 10 employees,Back-end developer;Database administrator;DevOps specialist;Front-end developer;Full-stack developer;System administrator,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,11.0,,Groovy;Java;JavaScript;PHP;HTML;CSS;Bash/Shell,MySQL;Oracle;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Linux;Mac OS,Node.js;React;Spring,IntelliJ;Sublime Text;Visual Studio Code,MacOS,1,No,Somewhat agree,6,A few times per month or weekly,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
72717,No,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,11.0,,,,,,,,,,,,,,,,,,
72758,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Product manager,24-26 years,24-26 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,1.0,7000,JavaScript;Perl;PHP;Swift;CSS,Redis;MySQL;SQLite;MariaDB,AWS;iOS;Linux,,Sublime Text;Vim;Visual Studio Code;Xcode,MacOS,2,No,Strongly agree,10 (Very Likely),A few times per week,Yes,Daily or almost daily,Yes,,10 (Very Likely),Yes
72844,Yes,No,China,"Yes, full-time",Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,100 to 499 employees,Mobile developer,3-5 years,3-5 years,,,,,C;Objective-C,,iOS;Mac OS,,Vim;Xcode,Windows,1,Yes,Somewhat disagree,,,,,,,,
72851,Yes,No,South Korea,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Mobile developer,0-2 years,0-2 years,I am actively looking for a job,Between 1 and 2 years ago,2.0,2000000,Objective-C;Swift,,iOS;Firebase,,Xcode,MacOS,3,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",4,I'm not sure
