Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
84904,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,"10,000 or more employees",Full-stack developer,9-11 years,9-11 years,I am not interested in new job opportunities,Less than a year ago,11.0,,Java;JavaScript,MySQL;Oracle,Mac OS;Windows Desktop or Server,Angular;React;Spring,Atom;Eclipse;Sublime Text,MacOS,2,No,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
85157,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","5,000 to 9,999 employees",Embedded applications or devices developer,24-26 years,24-26 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,9.0,9000,C;C++;C#;Groovy;Java;JavaScript;Matlab;Perl;Python;Ruby;SQL;HTML;CSS;Bash/Shell,,Linux;Windows Desktop or Server,,Notepad++;Visual Studio,Windows,2,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",0 (Not Likely),Yes
85682,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer;Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,6200,Java;JavaScript;Scala;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;Oracle;Amazon DynamoDB;Google Cloud Storage,AWS;Google Cloud Platform/App Engine;Windows Desktop or Server,Angular;React;Spring,Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio Code,Windows,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,Yes,9,Yes
85841,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Engineering manager,9-11 years,,,,,,Groovy;Java;HTML;CSS,SQL Server;MySQL;PostgreSQL;Elasticsearch,AWS;Google Cloud Platform/App Engine,Angular;Node.js;Spring,Eclipse;Notepad++;Vim,Windows,2,Yes,Strongly disagree,10 (Very Likely),A few times per week,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,I'm not sure
85848,Yes,No,Singapore,No,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Back-end developer;QA or test developer,3-5 years,,,,,,Java,,,,,,,,,,,,,,,,
86426,Yes,No,Singapore,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Data scientist or machine learning specialist,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,7.0,,R,,,,IPython / Jupyter;RStudio,Windows,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,No,,"No, I didn't know that Stack Overflow had a jobs board",,,I'm not sure
86862,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"1,000 to 4,999 employees",Back-end developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,3.0,,C++;C#;Python,,Windows Desktop or Server,.NET Core,Sublime Text;Visual Studio,Windows,4,Yes,Neither agree nor disagree,9,Daily or almost daily,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
87145,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Full-stack developer;Mobile developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,99000,CoffeeScript;JavaScript;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL,Android;AWS;Google Cloud Platform/App Engine;Heroku;Mac OS;Raspberry Pi;Firebase,Angular;Cordova,Android Studio;Vim;Visual Studio Code,MacOS,1,Yes,Somewhat agree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
87446,No,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,Back-end developer;Full-stack developer,6-8 years,3-5 years,I am actively looking for a job,Less than a year ago,9.0,,,,,,,,,,,,,,,,,,
87664,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;DevOps specialist,12-14 years,12-14 years,I am actively looking for a job,Between 1 and 2 years ago,,,Java;Scala,PostgreSQL;Oracle,Azure;Linux,,IntelliJ;Visual Studio Code,Linux-based,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),Yes
88064,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,9-11 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4.0,80000,JavaScript;Python;HTML;CSS;Bash/Shell,MySQL;SQLite,IBM Cloud or Watson;Linux,Node.js;React,IntelliJ;PyCharm;Sublime Text;Vim;Visual Studio Code,MacOS,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",6,Yes
88695,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Data or business analyst;Data scientist or machine learning specialist,6-8 years,,,,,,Python;SQL;Bash/Shell,MongoDB;MySQL;Amazon Redshift;Google BigQuery;Google Cloud Storage;Elasticsearch,,,,,,,,,,,,,,,
88842,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,,3-5 years,,,,,,JavaScript;Lua;Matlab;Python;SQL;VBA;HTML;CSS,,,,Notepad++,Windows,2,Yes,Somewhat agree,7,A few times per week,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
89977,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Database administrator;System administrator,24-26 years,24-26 years,I am not interested in new job opportunities,More than 4 years ago,2.0,,C#;SQL,SQL Server,Windows Desktop or Server,,Visual Studio,Windows,1,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
90007,Yes,No,Singapore,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)",Mathematics or statistics,"10,000 or more employees",Desktop or enterprise applications developer,18-20 years,6-8 years,I am not interested in new job opportunities,More than 4 years ago,10.0,450000,C++;C#;SQL,SQL Server,Windows Desktop or Server,,Notepad++;Visual Studio,Windows,1,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
90450,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Data scientist or machine learning specialist;Database administrator;Front-end developer;Full-stack developer;Mobile developer,6-8 years,,,,,,Java;JavaScript;PHP;Python;HTML;CSS,Redis;SQL Server;MySQL;Amazon RDS/Aurora;Elasticsearch,Android;AWS;Heroku,React,,,,,,,,,,,,,
92921,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Full-stack developer,9-11 years,9-11 years,I am actively looking for a job,Between 2 and 4 years ago,9.0,6000,Assembly;C;C++;Objective-C;Swift,,iOS;Linux;Mac OS,,Android Studio;PyCharm;Vim;Visual Studio;Xcode,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
93024,Yes,No,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Full-stack developer;Student,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",I've never had a job,9.0,,,,,,,,,,,,,,,,,,
93081,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer,9-11 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,7.0,,,,,,,,,,,5,A few times per month or weekly,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
93843,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,Scala;SQL;Bash/Shell,Redis;MySQL;PostgreSQL;Apache HBase;Apache Hive;Google Cloud Storage,Google Cloud Platform/App Engine,Hadoop;Spark,Atom;IntelliJ,MacOS,1,I'm not sure/I don't know,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",8,Yes
94971,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",100 to 499 employees,Mobile developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,Java;JavaScript;Kotlin,MongoDB;PostgreSQL;SQLite;Google Cloud Storage,Android;Firebase,Node.js,Android Studio;Sublime Text,MacOS,2,Yes,Somewhat disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,Yes,9,Yes
95267,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","10,000 or more employees",Back-end developer;Designer;Front-end developer;Full-stack developer,6-8 years,,,,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,,,,,
95360,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Front-end developer;Full-stack developer,3-5 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,10.0,5100,C;C#;Java;JavaScript;Objective-C;Python;SQL;TypeScript;HTML;CSS,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Elasticsearch,AWS;iOS;Linux,Angular;Django;Node.js,Eclipse;Sublime Text;Visual Studio,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",8,Yes
95430,Yes,Yes,Singapore,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,,,,,,,,,,,,,,,,,,
96031,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Desktop or enterprise applications developer;Embedded applications or devices developer;Front-end developer;Full-stack developer,15-17 years,12-14 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,8.0,,Assembly;C;C++;Java;JavaScript;VB.NET;Visual Basic 6;Cobol;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;IBM Db2,Android;IBM Cloud or Watson;Linux;Mac OS;Windows Desktop or Server;Windows Phone,Angular;.NET Core;Node.js;Xamarin,Eclipse;Emacs;Sublime Text;Visual Studio;Visual Studio Code,MacOS,2,Yes,Strongly agree,9,A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
96055,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer,9-11 years,,,,,,,,,,,,,,,5,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
96753,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Desktop or enterprise applications developer;Full-stack developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,11.0,4200,C#;Java;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server;MySQL;PostgreSQL,,Angular;.NET Core,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
96771,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Data or business analyst;Data scientist or machine learning specialist;Full-stack developer;Marketing or sales professional;Product manager,15-17 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,CoffeeScript;JavaScript;Python;Ruby;SQL;HTML;CSS,Redis;PostgreSQL,Firebase,,Sublime Text,MacOS,1,No,Somewhat agree,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
96824,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",100 to 499 employees,Back-end developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
97026,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer,3-5 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,8.0,,Java;Scala,MongoDB;IBM Db2;Apache HBase;Apache Hive,,,Atom;Eclipse;IntelliJ;Visual Studio Code,MacOS,1,Yes,,10 (Very Likely),Daily or almost daily,No,,Yes,,6,I'm not sure
